"5672"	[70876.11999999992, 3860.0200000000004, 141.18749003984047]
"5679"	[34210.31000000001, 1711.0, 95.29334261838443]
"5686"	[74487.33999999981, 4149.129999999995, 56.81719298245599]
"5693"	[91361.5800000001, 7497.619999999999, 209.54490825688097]
"5700"	[64154.5299999999, 4594.460000000001, 50.12072656249992]
"5707"	[28502.499999999996, 2186.3299999999995, 70.37654320987653]
"5714"	[16502.039999999997, 943.47, 142.25896551724136]
"5721"	[42016.77, 3044.069999999999, 113.25274932614555]
"5728"	[753720.9700000008, 42466.67999999999, 174.55325845298768]
"5735"	[157284.1699999999, 7744.0300000000325, 81.36790998448004]
"5742"	[5739.36, 380.70000000000005, 114.7872]
"5749"	[32679.150000000034, 2002.9499999999978, 142.08326086956538]
"5756"	[30435.000000000004, 1710.4499999999996, 142.21962616822432]
"5763"	[38644.65999999999, 2452.35, 124.66019354838706]
"5770"	[33576.03, 2037.749999999999, 98.17552631578947]
"5777"	[37592.810000000005, 2152.9399999999996, 157.29209205020922]
"5784"	[40768.78000000006, 2324.45, 150.9954814814817]
"5791"	[16944.839999999997, 914.3300000000002, 126.45402985074624]
"5798"	[36542.780000000006, 1974.4999999999995, 128.6717605633803]
"5805"	[23479.280000000002, 1454.6699999999994, 101.20379310344829]
"5812"	[30555.91, 1773.3799999999985, 108.35429078014184]
"5819"	[17518.28, 902.5800000000002, 122.50545454545454]
"5826"	[55183.61000000004, 2619.949999999998, 161.82876832844585]
"5833"	[29454.890000000007, 1890.7699999999998, 138.28586854460096]
"5840"	[104858.45000000004, 8530.899999999998, 81.72911145752147]
"5847"	[32437.219999999972, 1648.699999999996, 68.28888421052626]
"5854"	[32560.339999999993, 1857.45, 131.82323886639674]
"5861"	[84870.09000000001, 3949.639999999997, 166.08628180039142]
"5868"	[115161.84000000001, 9207.0, 72.97961977186313]
"5875"	[38952.35000000005, 2779.1999999999994, 80.31412371134032]
"5882"	[30825.98000000003, 2539.3999999999933, 31.583995901639373]
"5889"	[6187.310000000001, 269.08000000000004, 85.93486111111113]
"5896"	[13218.439999999991, 747.1, 127.10038461538453]
"5903"	[122242.91999999975, 4578.640000000004, 95.5769507427676]
"5910"	[342146.4299999998, 22594.17999999991, 211.07120913016647]
"5917"	[315675.87000000034, 15063.580000000018, 140.98966949531055]
"5924"	[111446.07000000007, 5626.5100000000075, 123.6915316315206]
"5931"	[51797.98, 3657.37, 126.33653658536586]
"5938"	[6223.400000000001, 275.00000000000006, 151.79024390243904]
"5945"	[22338.15999999999, 1401.1999999999998, 141.3807594936708]
"5952"	[73277.91999999997, 4376.790000000005, 131.5582046678635]
"5959"	[18425.899999999994, 838.5699999999994, 89.01400966183571]
"5966"	[9420.550000000001, 436.07000000000016, 107.05170454545456]
"5973"	[9733.870000000003, 449.57000000000005, 106.96560439560443]
"5980"	[7722.619999999998, 391.05, 113.56794117647055]
"5987"	[10131.689999999999, 456.82000000000005, 111.33725274725273]
"5994"	[55983.45999999998, 2664.779999999999, 125.52345291479816]
"6001"	[8616.939999999999, 431.1000000000001, 116.44513513513512]
"6008"	[77000.39999999997, 3623.35, 206.99032258064506]
"6022"	[7841.64, 535.5, 160.0334693877551]
"6036"	[20767.45, 1161.7399999999986, 44.469914346895074]
"6057"	[20303.910000000007, 972.449999999999, 110.34733695652177]
"9018"	[74541.15, 2436.75, 5324.367857142856]
"9039"	[204231.54, 6408.05, 2917.593428571429]
"9928"	[1891.5, 20.25, 210.16666666666666]
"2191"	[9593797.80000044, 613197.169999998, 198.64580503562283]
"2205"	[875033.9799999926, 58336.39999999982, 75.27174021505313]
"2233"	[2728725.649999957, 199568.02999999953, 128.29590718886442]
"2422"	[2872.0099999999984, 113.0, 84.47088235294113]
"2478"	[1795299.1799999732, 97287.02, 167.0511938215291]
"2506"	[12309142.660000965, 826966.7999999867, 142.84056281478132]
"2513"	[6023426.919999974, 410966.59999999084, 93.84477557061578]
"2527"	[6777852.319999674, 504997.0099999793, 133.62483133883396]
"2534"	[393483.25000000035, 28573.40999999998, 107.39171670305686]
"2548"	[9774431.920000158, 687403.5999999945, 150.26491083507807]
"2555"	[5860068.08999991, 407802.07999999, 124.55244723585858]
"2562"	[3741361.589999895, 304822.39999999886, 162.60426746055435]
"2569"	[3964327.0700000282, 285308.06999999454, 69.79694830803952]
"2576"	[5277745.9700000705, 374940.7399999864, 87.25566197136644]
