"2130"	9504720.42999991
"2200"	2022277.9599999287
"2228"	2021215.019999917
"2445"	672277.170000009
"2459"	737270.180000005
"2487"	1587866.6299999238
"2501"	12557804.070001692
"2508"	8080894.869999985
"2515"	12895997.970001936
"2522"	8644240.619999897
"2529"	3255566.1699999166
"2536"	7227580.989999972
"2543"	4877898.90000009
"2550"	1771229.7699999337
"2564"	3547420.5499999267
"2571"	7897713.229999893
"2578"	5627263.049999819
"2585"	5559160.030000039
"2592"	1354722.6299999622
"2599"	6469639.82999995
"2606"	4816503.130000111
"2613"	9022670.529999994
"2620"	8100802.540000088
"2627"	6705544.22999972
"2634"	261294.7400000001
"2641"	2645050.410000013
"2648"	14771525.16000181
"2655"	1353588.2399999888
"2662"	4697632.440000018
"2669"	545310.7300000045
"2676"	27550.700000000008
"2683"	14969.839999999997
"2690"	7334.630000000004
"2697"	225655.9300000005
"2704"	54104.040000000015
"2711"	11644.449999999993
"2718"	74381.84999999998
"2837"	681218.9700000037
"2844"	779590.2900000048
"2851"	303192.68
"2956"	495550.4900000065
"2963"	1113236.5899999628
"3054"	1132428.5799999442
"3390"	10082283.450000618
"3488"	2080270.7400000026
"3495"	1692494.2499999183
"3530"	5854.88
"3565"	1803661.2699999155
"3614"	355967.0400000006
"3621"	1604454.2099999695
"3628"	3867378.1399998814
"3635"	444502.6500000009
"3642"	46893.18000000001
"3656"	2092279.8599999528
"3663"	3047001.2999999356
"3670"	5050477.469999749
"3677"	60042.00000000007
"3691"	2801954.939999937
"3698"	1281072.6199999654
"3705"	2021890.4599999448
"3712"	1255329.8999999815
"3719"	2514294.479999962
"3726"	2212476.159999945
"3740"	1471506.2599999893
"3747"	378851.4899999975
"3761"	137892.6600000004
"3782"	881258.8600000128
"3789"	2200091.0199999814
"3803"	460220.6100000013
"3831"	767129.3800000006
"3838"	3276161.039999923
"3845"	147316.07000000012
"3852"	36563.38000000006
"3859"	2487853.8399999407
"3866"	1160366.0100000158
"3873"	1303333.0100000105
"3880"	947195.6900000088
"3894"	515647.7600000023
"3901"	658618.210000006
"3908"	936019.7600000082
"3915"	191718.11999999985
"3929"	234739.89000000016
"3943"	1321177.5999999708
"3950"	229183.4700000001
"3957"	313386.9400000015
"3964"	587431.6699999957
"4006"	882300.4700000121
"4013"	801605.7400000038
"4027"	1696888.120000003
"4034"	168821.78999999992
"4041"	11511.059999999992
"4062"	1690136.3599999915
"4069"	1980253.3499999759
"4076"	153723.6900000003
"4083"	2514307.9999999152
"4090"	231377.56999999986
"4097"	713916.8099999994
"4104"	1852892.1299999855
"4118"	910628.9899999994
"4125"	408548.29000000027
"4132"	875050.4200000209
"4139"	510692.9600000043
"4146"	1244765.8099999803
"4153"	1362810.3299999894
"4160"	842759.4000000115
"4167"	10876388.920000793
"4174"	2191.2999999999997
"4181"	132454.5900000005
"4188"	266975.12000000017
"4195"	959735.5500000009
"4202"	1881766.2899999805
"4209"	5139944.079999804
"4223"	535523.5799999979
"4230"	920240.0499999982
"4251"	1085659.0099999898
"4258"	1304414.289999987
"4265"	2082850.249999981
"4272"	1140857.7800000012
"4279"	207367.26000000097
"4293"	170285.3699999998
"4300"	1179473.4100000018
"4307"	567912.41
"4314"	903.35
"4321"	763853.8300000048
"4328"	307531.7499999989
"4335"	123088.88000000016
"4349"	866876.5600000025
"4356"	226721.8500000008
"4363"	28689.260000000035
"4370"	551794.8300000078
"4377"	483461.27000000916
"4384"	663545.5200000021
"4391"	22912.120000000017
"4398"	213100.21999999986
"4405"	654683.4900000101
"4412"	258417.39
"4419"	379759.01000000304
"4426"	1034875.240000005
"4433"	472831.310000006
"4440"	162781.8899999999
"4447"	337080.1800000034
"4454"	177311.41
"4461"	535719.2100000083
"4468"	189867.91000000018
"4475"	516877.55000000045
"4482"	791130.1899999923
"4489"	277699.4499999994
"4496"	524051.4600000013
"4503"	206723.18000000014
"4510"	297289.8399999996
"4517"	339695.0299999999
"4524"	282860.09000000113
"4531"	308214.41000000015
"4538"	151501.3100000001
"4545"	752853.6700000082
"4552"	365108.7000000006
"4559"	1265635.2399999418
"4566"	833071.0100000065
"4573"	182029.02000000034
"4580"	282290.6100000002
"4594"	427287.5500000057
"4601"	484880.0300000087
"4608"	481474.11000000115
"4615"	1806863.2599999614
"4622"	692124.7700000097
"4629"	659721.2499999976
"4636"	457408.9999999977
"4643"	229590.1499999999
"4650"	394018.9300000023
"4657"	235355.72000000064
"4664"	215010.86000000112
"4671"	29522.44000000002
"4678"	2632623.50000001
"4685"	377396.4000000004
"4692"	172649.7599999999
"4699"	262831.7499999996
"4706"	145607.2000000001
"4713"	409022.63000000315
"4720"	471442.2100000038
"4727"	356022.39000000077
"4734"	595168.8400000031
"4741"	459432.3300000008
"4748"	272218.2899999998
"4755"	135310.01
"4762"	515769.1799999951
"4769"	781323.4000000013
"4776"	37095.09000000002
"4783"	292237.3400000013
"4790"	145350.41999999946
"4797"	377867.7700000012
"4804"	654480.2500000037
"4811"	100645.06000000011
"4818"	912747.9400000137
"4825"	221358.88999999917
"4832"	12516.459999999997
"4839"	463278.32000000234
"4846"	175464.7300000004
"4853"	322185.3800000012
"4860"	511882.86000000377
"4867"	708454.6500000033
"4874"	250643.1000000027
"4881"	188406.13000000032
"4888"	581126.1900000037
"4895"	822042.9900000034
"4902"	936592.230000014
"4909"	345071.8300000004
"4916"	2480.3100000000004
"4923"	93551.62000000024
"4930"	142459.1700000003
"4937"	199905.08999999976
"4944"	145713.53000000012
"4951"	19762.469999999994
"4958"	593539.880000005
"4965"	4287.18
"4972"	369948.3300000038
"4979"	410783.60000000324
"4986"	999701.2700000065
"4993"	655647.1900000027
"5000"	216808.69999999987
"5007"	617259.2200000032
"5014"	198584.71999999968
"5021"	228805.07999999926
"5028"	622029.6200000001
"5035"	118750.00000000016
"5042"	712816.4100000041
"5049"	12352.229999999987
"5056"	89341.59999999999
"5063"	737017.6300000163
"5070"	355413.84000000055
"5077"	2164569.400000023
"5084"	7138.75
"5091"	235653.83000000002
"5098"	961222.7500000201
"5105"	1590447.550000002
"5112"	106118.32999999986
"5119"	129257.88999999997
"5126"	2413316.299999987
"5133"	444299.10000000347
"5140"	1112823.570000002
"5147"	138386.88000000056
"5154"	188255.9799999999
"5161"	20769.840000000007
"5168"	64033.409999999894
"5175"	45144.30000000003
"5182"	176383.4
"5189"	16616.010000000002
"5196"	215971.37999999922
"5203"	280474.16000000224
"5210"	1021434.2300000081
"5217"	58046.91000000006
"5224"	816211.570000007
"5238"	208682.5200000007
"5245"	532711.5100000047
"5252"	257320.30000000124
"5259"	441590.69000000216
"5266"	20615.160000000007
"5273"	82866.99
"5280"	308370.84000000096
"5287"	235454.39999999944
"5294"	89380.21999999994
"5301"	105014.29999999993
"5308"	4760.909999999999
"5315"	451749.98000000184
"5322"	280994.900000001
"5329"	195163.04000000015
"5336"	201000.2000000012
"5343"	237219.79999999903
"5350"	84683.79000000004
"5357"	287392.10000000003
"5364"	257341.61000000234
"5371"	515229.4400000035
"5378"	86448.16000000015
"5385"	409918.20000000176
"5392"	109018.0400000001
"5399"	117959.45000000019
"5406"	79034.03999999994
"5413"	159343.20000000086
"5420"	74970.12000000001
"5427"	1460783.4099999939
"5434"	272782.0500000003
"5441"	555523.0499999985
"5448"	547873.9500000001
"5455"	253429.120000002
"5462"	573552.2500000059
"5469"	131655.01000000015
"5476"	651421.7899999984
"5483"	51581.24999999994
"5490"	182906.11999999962
"5497"	63906.47000000008
"5504"	338399.69000000006
"5511"	89004.09999999998
"5518"	25952.23000000003
"5525"	259102.29000000065
"5532"	81783.88000000002
"5539"	77094.88999999996
"5546"	61098.44
"5553"	59911.76999999996
"5560"	2612.959999999999
"5567"	28904.069999999996
"5574"	77308.93999999999
"5581"	54349.49999999999
"5588"	30513.88000000001
"5595"	6436.090000000001
"5602"	68989.59999999999
"5609"	154531.34999999986
"5616"	44395.22000000003
"5623"	418855.2800000021
"5630"	46831.75
"5637"	87547.67999999995
"5644"	87829.21000000017
"5651"	605786.6899999997
"5658"	41742.14000000001
"5665"	86703.35000000006
"5672"	70876.11999999994
"5679"	34210.310000000034
"5686"	74487.33999999991
"5693"	91361.58000000007
"5700"	64154.52999999991
"5707"	28502.50000000002
"5714"	16502.039999999994
"5721"	42016.770000000004
"5728"	753720.9700000022
"5735"	157284.17000000027
"5742"	5739.3600000000015
"5749"	32679.150000000016
"5756"	30434.999999999993
"5763"	38644.659999999996
"5770"	33576.03
"5777"	37592.81000000001
"5784"	40768.78
"5791"	16944.839999999993
"5798"	36542.780000000035
"5805"	23479.279999999988
"5812"	30555.91
"5819"	17518.28
"5826"	55183.61000000006
"5833"	29454.889999999992
"5840"	104858.45000000011
"5847"	32437.219999999954
"5854"	32560.339999999997
"5861"	84870.08999999994
"5868"	115161.84000000011
